site	gene_id	gene_name	chrom	pos	n_sig_windows	min_p	windows
NC_000006.12:148795660	ENSG00000111962.8	UST	chr6	148795660	1	3.18059e-05	enh
NC_000007.14:100998630	ENSG00000169876.14	MUC17	chr7	100998630	1	3.19084e-05	up
NC_000005.10:78458004	ENSG00000085365.18	SCAMP1	chr5	78458004	1	3.19124e-05	body
NC_000018.10:14001977	ENSG00000185231.5	MC2R	chr18	14001977	1	3.20624e-05	up
NC_000002.12:74994214	ENSG00000115350.12	POLE4	chr2	74994214	1	3.20688e-05	dn
NC_000020.11:31176612	ENSG00000215547.1	DEFB115	chr20	31176612	1	3.20962e-05	up
NC_000004.12:82485009	ENSG00000145293.17	ENOPH1	chr4	82485009	1	3.21752e-05	dn
NC_000009.12:32874506	ENSG00000188133.6	TMEM215	chr9	32874506	1	3.21798e-05	up
NC_000012.12:47237611	ENSG00000139211.7	AMIGO2	chr12	47237611	1	3.23197e-05	dn
NC_000021.9:35645867	ENSG00000159216.20	RUNX1	chr21	35645867	1	3.23943e-05	body
NC_000003.12:194079685	ENSG00000114315.4	HES1	chr3	194079685	2	3.25412e-05	enh,up
NC_000018.10:78876403	ENSG00000256463.10	SALL3	chr18	78876403	1	3.26857e-05	dn
NC_000020.11:42923720	ENSG00000196090.14	PTPRT	chr20	42923720	1	3.26968e-05	up
NC_000010.11:62344708	ENSG00000138311.18	ZNF365	chr10	62344708	1	3.27475e-05	body
NC_000005.10:72809799	ENSG00000083312.19	TNPO1	chr5	72809799	1	3.27594e-05	up
NC_000002.12:3287730	ENSG00000032389.13	EIPR1	chr2	3287730	2	3.2783e-05	body,up
NC_000014.9:91390465	ENSG00000015133.20	CCDC88C	chr14	91390465	2	3.28143e-05	body,dn
NC_000004.12:9094903	ENSG00000229924.3	FAM90A26	chr4	9094903	1	3.28713e-05	up
NC_000003.12:126405576	ENSG00000163885.12	CFAP100	chr3	126405576	1	3.2967e-05	enh
NC_000012.12:188699	ENSG00000111181.13	SLC6A12	chr12	188699	1	3.30211e-05	enh
NC_000014.9:80944354	ENSG00000165409.18	TSHR	chr14	80944354	1	3.3137e-05	body
NC_000001.11:121747758	ENSG00000188610.12	FAM72B	chr1	121747758	1	3.32274e-05	dn
NC_000003.12:14809765	ENSG00000154783.12	FGD5	chr3	14809765	1	3.32591e-05	up
NC_000007.14:34611615	ENSG00000187258.14	NPSR1	chr7	34611615	1	3.326e-05	up
NC_000001.11:115326485	ENSG00000134259.6	NGF	chr1	115326485	1	3.32623e-05	up
NC_000008.11:66354663	ENSG00000179041.4	RRS1	chr8	66354663	1	3.33953e-05	up
NC_000005.10:26795	ENSG00000153404.15	PLEKHG4B	chr5	26795	1	3.34505e-05	up
NC_000011.10:74890930	ENSG00000166435.17	XRRA1	chr11	74890930	2	3.34598e-05	body,dn
NC_000020.11:2369692	ENSG00000166948.10	TGM6	chr20	2369692	1	3.34942e-05	up
NC_000003.12:33023130	ENSG00000183813.7	CCR4	chr3	33023130	1	3.35193e-05	dn
NC_000011.10:74915330	ENSG00000166435.17	XRRA1	chr11	74915330	2	3.369e-05	body,dn
NC_000010.11:133623072	ENSG00000225899.8	FRG2B	chr10	133623072	1	3.36921e-05	dn
NC_000009.12:113078846	ENSG00000136866.14	ZFP37	chr9	113078846	1	3.37029e-05	dn
NC_000005.10:115658489	ENSG00000134970.14	TMED7	chr5	115658489	1	3.39262e-05	dn
NC_000008.11:123667649	ENSG00000175946.9	KLHL38	chr8	123667649	1	3.40074e-05	dn
NC_000012.12:62458272	ENSG00000061987.16	MON2	chr12	62458272	1	3.40252e-05	body
NC_000001.11:121016877	ENSG00000263353.4	PPIAL4A	chr1	121016877	1	3.41013e-05	up
NC_000005.10:846401	ENSG00000188818.13	ZDHHC11	chr5	846401	3	3.41163e-05	body,dn,up
NC_000003.12:151384132	ENSG00000169313.10	P2RY12	chr3	151384132	1	3.42646e-05	up
NC_000015.10:61848640	ENSG00000129003.19	VPS13C	chr15	61848640	1	3.44022e-05	up
NC_000018.10:9335692	ENSG00000128791.12	TWSG1	chr18	9335692	1	3.44175e-05	body
NC_000018.10:78686141	ENSG00000256463.10	SALL3	chr18	78686141	1	3.44618e-05	dn
NC_000006.12:149957344	ENSG00000111981.5	ULBP1	chr6	149957344	1	3.4466e-05	body
NC_000004.12:182070575	ENSG00000218336.9	TENM3	chr4	182070575	1	3.44994e-05	enh
NC_000009.12:113082712	ENSG00000136866.14	ZFP37	chr9	113082712	1	3.45871e-05	dn
NC_000005.10:159818912	ENSG00000170214.5	ADRA1B	chr5	159818912	1	3.46557e-05	body
NC_000001.11:164902226	ENSG00000185630.20	PBX1	chr1	164902226	1	3.46633e-05	body
NC_000005.10:844436	ENSG00000188818.13	ZDHHC11	chr5	844436	3	3.46756e-05	body,dn,up
NC_000019.10:36298685	ENSG00000196357.12	ZNF565	chr19	36298685	1	3.46868e-05	up
NC_000007.14:104217150	ENSG00000164815.11	ORC5	chr7	104217150	1	3.46917e-05	dn
NC_000008.11:109185882	ENSG00000174417.3	TRHR	chr8	109185882	1	3.47041e-05	up
NC_000011.10:5929194	ENSG00000132256.20	TRIM5	chr11	5929194	1	3.47043e-05	up
NC_000012.12:112576043	ENSG00000089169.15	RPH3A	chr12	112576043	1	3.47155e-05	enh
NC_000004.12:120750603	ENSG00000138738.11	PRDM5	chr4	120750603	1	3.47602e-05	up
NC_000005.10:38312947	ENSG00000164318.18	EGFLAM	chr5	38312947	1	3.47787e-05	body
NC_000002.12:74953223	ENSG00000115350.12	POLE4	chr2	74953223	1	3.48084e-05	dn
NC_000002.12:87022840	ENSG00000183281.15	PLGLB1	chr2	87022840	1	3.48459e-05	up
NC_000018.10:50055599	ENSG00000167306.21	MYO5B	chr18	50055599	1	3.49431e-05	body
NC_000012.12:112544835	ENSG00000089169.15	RPH3A	chr12	112544835	1	3.4956e-05	enh
NC_000003.12:173522196	ENSG00000169760.18	NLGN1	chr3	173522196	1	3.50293e-05	dn
NC_000014.9:56281356	ENSG00000139946.11	PELI2	chr14	56281356	1	3.50493e-05	body
NC_000001.11:61391144	ENSG00000162604.13	TM2D1	chr1	61391144	1	3.51053e-05	up
NC_000012.12:91324845	ENSG00000011465.18	DCN	chr12	91324845	1	3.51608e-05	enh
NC_000001.11:93319348	ENSG00000117505.13	DR1	chr1	93319348	1	3.51764e-05	up
NC_000019.10:36287334	ENSG00000196357.12	ZNF565	chr19	36287334	1	3.52958e-05	up
NC_000005.10:167861115	ENSG00000113645.15	WWC1	chr5	167861115	1	3.5354e-05	up
NC_000010.11:133578443	ENSG00000171772.17	SYCE1	chr10	133578443	1	3.53645e-05	body
NC_000002.12:171408450	ENSG00000115827.14	DCAF17	chr2	171408450	1	3.53836e-05	dn
NC_000020.11:23995008	ENSG00000149435.12	GGTLC1	chr20	23995008	1	3.54706e-05	dn
NC_000007.14:100958554	ENSG00000169894.18	MUC3A	chr7	100958554	1	3.54812e-05	body
NC_000003.12:174398658	ENSG00000177694.16	NAALADL2	chr3	174398658	1	3.55093e-05	body
NC_000012.12:13202391	ENSG00000134531.10	EMP1	chr12	13202391	1	3.55494e-05	up
NC_000007.14:122821238	ENSG00000081803.17	CADPS2	chr7	122821238	1	3.55649e-05	body
NC_000006.12:160615012	ENSG00000198670.13	LPA	chr6	160615012	1	3.57131e-05	dn
NC_000003.12:195988946	ENSG00000061938.21	TNK2	chr3	195988946	1	3.57275e-05	enh
NC_000005.10:36457128	ENSG00000079215.15	SLC1A3	chr5	36457128	1	3.57903e-05	body
NC_000008.11:66339066	ENSG00000179041.4	RRS1	chr8	66339066	1	3.58186e-05	up
NC_000010.11:79952638	ENSG00000133661.17	SFTPD	chr10	79952638	1	3.58253e-05	dn
NC_000001.11:220769962	ENSG00000186205.14	MTARC1	chr1	220769962	1	3.5837e-05	enh
NC_000001.11:779477	ENSG00000284662.2	OR4F16	chr1	779477	1	3.58672e-05	prom
NC_000021.9:13848977	ENSG00000166351.11	POTED	chr21	13848977	1	3.58806e-05	dn
NC_000010.11:1149903	ENSG00000047056.18	WDR37	chr10	1149903	1	3.59333e-05	dn
NC_000010.11:98265742	ENSG00000138131.4	LOXL4	chr10	98265742	2	3.59391e-05	body,up
NC_000012.12:112565177	ENSG00000089169.15	RPH3A	chr12	112565177	1	3.59402e-05	enh
NC_000015.10:46749895	ENSG00000137872.17	SEMA6D	chr15	46749895	1	3.5988e-05	body
NC_000001.11:209708454	ENSG00000117594.10	HSD11B1	chr1	209708454	1	3.60522e-05	dn
NC_000010.11:124289002	ENSG00000065154.12	OAT	chr10	124289002	1	3.61963e-05	enh
NC_000007.14:137771001	ENSG00000157680.17	DGKI	chr7	137771001	1	3.62026e-05	up
NC_000020.11:31215781	ENSG00000215547.1	DEFB115	chr20	31215781	1	3.62594e-05	up
NC_000011.10:19351619	ENSG00000166833.23	NAV2	chr11	19351619	1	3.62767e-05	enh
NC_000001.11:121016686	ENSG00000263353.4	PPIAL4A	chr1	121016686	1	3.62786e-05	up
NC_000007.14:158502674	ENSG00000155093.20	PTPRN2	chr7	158502674	1	3.63541e-05	up
NC_000002.12:910149	ENSG00000172554.12	SNTG2	chr2	910149	1	3.63738e-05	up
NC_000004.12:16389616	ENSG00000169762.17	TAPT1	chr4	16389616	1	3.65976e-05	up
NC_000015.10:73799157	ENSG00000205363.7	INSYN1	chr15	73799157	1	3.66612e-05	up
NC_000009.12:113084804	ENSG00000136866.14	ZFP37	chr9	113084804	1	3.67804e-05	dn
NC_000011.10:56536066	ENSG00000255223.5	OR5M11	chr11	56536066	1	3.68148e-05	up
NC_000003.12:184808639	ENSG00000156931.16	VPS8	chr3	184808639	1	3.6858e-05	body
NC_000008.11:17463955	ENSG00000003989.18	SLC7A2	chr8	17463955	1	3.68776e-05	up
NC_000020.11:31229313	ENSG00000215547.1	DEFB115	chr20	31229313	1	3.6891e-05	up
NC_000004.12:184964178	ENSG00000187821.9	HELT	chr4	184964178	1	3.69853e-05	up
NC_000006.12:104498042	ENSG00000085382.12	HACE1	chr6	104498042	1	3.70571e-05	dn
NC_000002.12:204365595	ENSG00000116117.20	PARD3B	chr2	204365595	1	3.70782e-05	body
NC_000008.11:66366523	ENSG00000179041.4	RRS1	chr8	66366523	1	3.71378e-05	up
NC_000003.12:195626555	ENSG00000189058.9	APOD	chr3	195626555	1	3.71562e-05	dn
NC_000012.12:15005893	ENSG00000139053.3	PDE6H	chr12	15005893	1	3.71604e-05	enh
NC_000012.12:199405	ENSG00000111181.13	SLC6A12	chr12	199405	1	3.71734e-05	up
NC_000005.10:154221952	ENSG00000164574.16	GALNT10	chr5	154221952	1	3.72699e-05	up
NC_000005.10:66480723	ENSG00000069020.19	MAST4	chr5	66480723	1	3.73912e-05	body
NC_000008.11:102538782	ENSG00000155087.4	ODF1	chr8	102538782	1	3.7406e-05	up
NC_000007.14:152037365	ENSG00000178234.13	GALNT11	chr7	152037365	1	3.75046e-05	up
NC_000004.12:15734204	ENSG00000109743.11	BST1	chr4	15734204	1	3.75305e-05	dn
NC_000020.11:31398406	ENSG00000180483.7	DEFB119	chr20	31398406	1	3.75654e-05	dn
NC_000009.12:113065719	ENSG00000136866.14	ZFP37	chr9	113065719	1	3.76408e-05	dn
NC_000006.12:90593618	ENSG00000135341.19	MAP3K7	chr6	90593618	3	3.76447e-05	body,dn,up
NC_000001.11:152219685	ENSG00000197915.7	HRNR	chr1	152219685	1	3.7657e-05	dn
NC_000002.12:113387735	ENSG00000136682.16	ZNG1B	chr2	113387735	1	3.77096e-05	body
NC_000011.10:107152001	ENSG00000152402.11	GUCY1A2	chr11	107152001	1	3.77213e-05	body
NC_000002.12:169714861	ENSG00000213160.10	KLHL23	chr2	169714861	1	3.7799e-05	prom
NC_000008.11:81841434	ENSG00000104497.15	SNX16	chr8	81841434	1	3.79299e-05	up
NC_000009.12:113065670	ENSG00000136866.14	ZFP37	chr9	113065670	1	3.80133e-05	dn
NC_000006.12:169587780	ENSG00000285733.1	ENSG00000285733	chr6	169587780	1	3.80158e-05	dn
NC_000005.10:56907981	ENSG00000155542.12	SETD9	chr5	56907981	1	3.80744e-05	up
NC_000002.12:148641701	ENSG00000135999.12	EPC2	chr2	148641701	1	3.80948e-05	body
NC_000005.10:410718	ENSG00000180104.16	EXOC3	chr5	410718	1	3.83801e-05	enh
NC_000019.10:51446942	ENSG00000105366.15	SIGLEC8	chr19	51446942	1	3.84277e-05	dn
NC_000009.12:104834884	ENSG00000165028.12	NIPSNAP3B	chr9	104834884	1	3.84321e-05	dn
NC_000001.11:179447941	ENSG00000162779.22	AXDND1	chr1	179447941	1	3.84955e-05	dn
NC_000014.9:70437037	ENSG00000139985.8	ADAM21	chr14	70437037	1	3.8558e-05	up
NC_000011.10:134045936	ENSG00000166086.13	JAM3	chr11	134045936	1	3.86082e-05	up
NC_000008.11:141698399	ENSG00000226490.2	C8orf90	chr8	141698399	1	3.86476e-05	up
NC_000014.9:20709605	ENSG00000259171.1	ENSG00000259171	chr14	20709605	1	3.87334e-05	enh
NC_000020.11:25275003	ENSG00000100994.12	PYGB	chr20	25275003	1	3.87701e-05	prom
NC_000009.12:138153633	ENSG00000148408.15	CACNA1B	chr9	138153633	1	3.87808e-05	prom
NC_000001.11:184967721	ENSG00000135842.17	NIBAN1	chr1	184967721	1	3.87972e-05	dn
NC_000005.10:150260864	ENSG00000070808.17	CAMK2A	chr5	150260864	2	3.88556e-05	body,up
NC_000003.12:13683257	ENSG00000163520.14	FBLN2	chr3	13683257	1	3.88689e-05	dn
NC_000010.11:3084102	ENSG00000067057.19	PFKP	chr10	3084102	1	3.88829e-05	up
NC_000019.10:21616711	ENSG00000197013.11	ZNF429	chr19	21616711	1	3.89208e-05	enh
NC_000010.11:444734	ENSG00000151240.18	DIP2C	chr10	444734	1	3.9015e-05	up
NC_000001.11:121016996	ENSG00000263353.4	PPIAL4A	chr1	121016996	1	3.90658e-05	up
NC_000014.9:51197366	ENSG00000139921.13	TMX1	chr14	51197366	1	3.91228e-05	up
NC_000020.11:31052187	ENSG00000215547.1	DEFB115	chr20	31052187	1	3.91868e-05	up
NC_000020.11:31191846	ENSG00000215547.1	DEFB115	chr20	31191846	1	3.92657e-05	up
NC_000013.11:24050812	ENSG00000182957.16	SPATA13	chr13	24050812	1	3.9274e-05	body
NC_000019.10:21464520	ENSG00000197013.11	ZNF429	chr19	21464520	1	3.94089e-05	dn
NC_000012.12:112556803	ENSG00000089169.15	RPH3A	chr12	112556803	1	3.94109e-05	enh
NC_000004.12:102843081	ENSG00000109332.20	UBE2D3	chr4	102843081	3	3.95955e-05	body,dn,up
NC_000002.12:134330518	ENSG00000152127.9	MGAT5	chr2	134330518	1	3.96873e-05	body
NC_000008.11:91210082	ENSG00000147606.9	SLC26A7	chr8	91210082	1	3.96905e-05	up
NC_000001.11:244438597	ENSG00000035687.10	ADSS2	chr1	244438597	1	3.97223e-05	body
NC_000012.12:63678874	ENSG00000177990.12	DPY19L2	chr12	63678874	3	3.97722e-05	body,dn,up
NC_000020.11:51436826	ENSG00000101096.20	NFATC2	chr20	51436826	2	3.98865e-05	body,dn
NC_000020.11:31070031	ENSG00000215547.1	DEFB115	chr20	31070031	1	4.01183e-05	up
NC_000003.12:159092514	ENSG00000214216.11	IQCJ	chr3	159092514	1	4.01678e-05	dn
NC_000006.12:159298991	ENSG00000164694.17	FNDC1	chr6	159298991	1	4.01793e-05	body
NC_000001.11:2679692	ENSG00000142606.16	MMEL1	chr1	2679692	2	4.02185e-05	body,up
NC_000010.11:113548874	ENSG00000148702.15	HABP2	chr10	113548874	1	4.02876e-05	up
NC_000005.10:147873559	ENSG00000164265.9	SCGB3A2	chr5	147873559	1	4.03606e-05	up
NC_000004.12:186520124	ENSG00000272297.2	ENSG00000272297	chr4	186520124	1	4.04295e-05	up
NC_000019.10:23891013	ENSG00000213967.12	ZNF726	chr19	23891013	1	4.04936e-05	dn
NC_000001.11:2661306	ENSG00000142606.16	MMEL1	chr1	2661306	3	4.0518e-05	body,dn,up
NC_000008.11:61152778	ENSG00000177182.11	CLVS1	chr8	61152778	1	4.05552e-05	body
NC_000003.12:17168722	ENSG00000154822.18	PLCL2	chr3	17168722	1	4.0632e-05	enh
NC_000012.12:107602500	ENSG00000136045.12	PWP1	chr12	107602500	1	4.06374e-05	up
NC_000009.12:1033176	ENSG00000173253.16	DMRT2	chr9	1033176	1	4.07247e-05	up
NC_000014.9:52255742	ENSG00000168229.4	PTGDR	chr14	52255742	1	4.09006e-05	up
NC_000006.12:130310214	ENSG00000164483.17	SAMD3	chr6	130310214	1	4.09019e-05	body
NC_000002.12:205772627	ENSG00000118257.17	NRP2	chr2	205772627	1	4.1004e-05	dn
NC_000018.10:76405679	ENSG00000101493.11	ZNF516	chr18	76405679	1	4.10859e-05	up
NC_000007.14:65189806	ENSG00000213462.5	ERV3-1	chr7	65189806	1	4.11931e-05	up
NC_000008.11:66387709	ENSG00000179041.4	RRS1	chr8	66387709	1	4.12226e-05	up
NC_000008.11:66410110	ENSG00000179041.4	RRS1	chr8	66410110	1	4.13934e-05	up
NC_000006.12:122275095	ENSG00000025156.13	HSF2	chr6	122275095	1	4.15468e-05	up
NC_000008.11:123642369	ENSG00000175946.9	KLHL38	chr8	123642369	1	4.15962e-05	up
NC_000004.12:36800	ENSG00000272602.6	ZNF595	chr4	36800	1	4.16702e-05	dn
NC_000009.12:113085614	ENSG00000136866.14	ZFP37	chr9	113085614	1	4.16857e-05	dn
NC_000006.12:87317235	ENSG00000111850.11	SMIM8	chr6	87317235	1	4.1714e-05	body
NC_000012.12:106645063	ENSG00000111783.13	RFX4	chr12	106645063	1	4.17152e-05	up
NC_000001.11:179429039	ENSG00000162779.22	AXDND1	chr1	179429039	1	4.17481e-05	dn
NC_000003.12:35667381	ENSG00000172995.17	ARPP21	chr3	35667381	1	4.17833e-05	body
NC_000008.11:66376724	ENSG00000179041.4	RRS1	chr8	66376724	1	4.18509e-05	up
NC_000018.10:44924938	ENSG00000152217.20	SETBP1	chr18	44924938	1	4.18721e-05	body
NC_000003.12:10662426	ENSG00000157087.20	ATP2B2	chr3	10662426	1	4.18992e-05	up
NC_000006.12:168229366	ENSG00000164488.12	DACT2	chr6	168229366	1	4.19662e-05	up
NC_000018.10:3282121	ENSG00000118680.14	MYL12B	chr18	3282121	1	4.20309e-05	dn
NC_000006.12:109950993	ENSG00000146360.9	GPR6	chr6	109950993	1	4.20491e-05	enh
NC_000011.10:5919951	ENSG00000132256.20	TRIM5	chr11	5919951	1	4.21801e-05	up
NC_000002.12:127173025	ENSG00000186684.14	CYP27C1	chr2	127173025	3	4.23107e-05	body,dn,up
NC_000017.11:21740649	ENSG00000260458.3	KCNJ18	chr17	21740649	1	4.23339e-05	dn
NC_000008.11:66313847	ENSG00000179041.4	RRS1	chr8	66313847	1	4.23648e-05	up
NC_000002.12:3539640	ENSG00000171865.10	RNASEH1	chr2	3539640	1	4.24269e-05	up
NC_000019.10:21569887	ENSG00000197013.11	ZNF429	chr19	21569887	1	4.25238e-05	dn
NC_000017.11:20550668	ENSG00000214819.2	CDRT15L2	chr17	20550668	1	4.25288e-05	up
NC_000006.12:134912247	ENSG00000118514.14	ALDH8A1	chr6	134912247	1	4.2605e-05	up
NC_000012.12:9456245	ENSG00000111796.4	KLRB1	chr12	9456245	3	4.26135e-05	body,dn,up
NC_000009.12:39509713	ENSG00000204849.10	SPATA31A1	chr9	39509713	1	4.26356e-05	dn
NC_000010.11:120776330	ENSG00000120008.16	WDR11	chr10	120776330	1	4.27299e-05	dn
NC_000007.14:65186087	ENSG00000213462.5	ERV3-1	chr7	65186087	1	4.27762e-05	up
NC_000017.11:11534078	ENSG00000007174.18	DNAH9	chr17	11534078	1	4.28173e-05	up
NC_000007.14:158916560	ENSG00000126870.16	DYNC2I1	chr7	158916560	1	4.28272e-05	body
NC_000003.12:28244031	ENSG00000187118.14	CMC1	chr3	28244031	1	4.284e-05	body
NC_000008.11:66377597	ENSG00000179041.4	RRS1	chr8	66377597	1	4.28932e-05	up
NC_000012.12:130700805	ENSG00000060709.17	RIMBP2	chr12	130700805	1	4.3048e-05	dn
NC_000007.14:12297851	ENSG00000106460.20	TMEM106B	chr7	12297851	1	4.31251e-05	dn
NC_000018.10:63786303	ENSG00000166396.13	SERPINB7	chr18	63786303	1	4.32781e-05	body
NC_000001.11:2659019	ENSG00000142606.16	MMEL1	chr1	2659019	1	4.32843e-05	dn
NC_000004.12:72060673	ENSG00000056291.19	NPFFR2	chr4	72060673	1	4.34316e-05	body
NC_000012.12:130422532	ENSG00000125207.7	PIWIL1	chr12	130422532	1	4.34369e-05	up
NC_000021.9:35469306	ENSG00000159216.20	RUNX1	chr21	35469306	1	4.34847e-05	body
NC_000013.11:42430340	ENSG00000120659.16	TNFSF11	chr13	42430340	1	4.34877e-05	up
NC_000003.12:155125066	ENSG00000196549.13	MME	chr3	155125066	1	4.35692e-05	enh
NC_000010.11:27715201	ENSG00000150051.14	MKX	chr10	27715201	2	4.36173e-05	dn,up
NC_000013.11:32268712	ENSG00000139618.19	BRCA2	chr13	32268712	1	4.3843e-05	up
NC_000020.11:31062493	ENSG00000215547.1	DEFB115	chr20	31062493	1	4.38456e-05	up
NC_000004.12:82485104	ENSG00000145293.17	ENOPH1	chr4	82485104	1	4.38816e-05	dn
NC_000017.11:16525877	ENSG00000181350.12	LRRC75A	chr17	16525877	1	4.39419e-05	enh
NC_000002.12:30445039	ENSG00000172954.14	LCLAT1	chr2	30445039	1	4.40929e-05	prom
NC_000004.12:112428072	ENSG00000178403.4	NEUROG2	chr4	112428072	1	4.41075e-05	up
NC_000003.12:39000806	ENSG00000114742.14	WDR48	chr3	39000806	1	4.41372e-05	up
NC_000006.12:122362903	ENSG00000025156.13	HSF2	chr6	122362903	1	4.41391e-05	up
NC_000020.11:13086100	ENSG00000172296.13	SPTLC3	chr20	13086100	1	4.42342e-05	up
NC_000022.11:15531658	ENSG00000130538.6	OR11H1	chr22	15531658	1	4.4252e-05	up
NC_000017.11:65275503	ENSG00000108370.17	RGS9	chr17	65275503	1	4.43846e-05	dn
NC_000011.10:74902618	ENSG00000166435.17	XRRA1	chr11	74902618	1	4.44178e-05	body
NC_000001.11:90725880	ENSG00000143032.8	BARHL2	chr1	90725880	1	4.45184e-05	dn
NC_000007.14:35720461	ENSG00000122557.11	HERPUD2	chr7	35720461	2	4.46774e-05	body,dn
NC_000002.12:215227138	ENSG00000138363.15	ATIC	chr2	215227138	1	4.47039e-05	enh
NC_000009.12:138153295	ENSG00000148408.15	CACNA1B	chr9	138153295	1	4.47127e-05	prom
NC_000002.12:3287336	ENSG00000032389.13	EIPR1	chr2	3287336	1	4.48097e-05	up
NC_000002.12:74954219	ENSG00000115350.12	POLE4	chr2	74954219	1	4.49724e-05	dn
NC_000013.11:39782177	ENSG00000133103.17	COG6	chr13	39782177	1	4.50026e-05	up
NC_000002.12:237655916	ENSG00000124831.20	LRRFIP1	chr2	237655916	1	4.52821e-05	body
NC_000013.11:19344408	ENSG00000198033.13	TUBA3C	chr13	19344408	1	4.53406e-05	dn
NC_000006.12:157286621	ENSG00000215712.11	TMEM242	chr6	157286621	1	4.54117e-05	up
NC_000018.10:13053318	ENSG00000101639.19	CEP192	chr18	13053318	1	4.56424e-05	body
NC_000012.12:101776106	ENSG00000139351.15	SYCP3	chr12	101776106	1	4.5789e-05	dn
NC_000012.12:26708863	ENSG00000123104.12	ITPR2	chr12	26708863	1	4.58437e-05	up
NC_000001.11:248707584	ENSG00000189181.6	OR14I1	chr1	248707584	1	4.59152e-05	dn
NC_000004.12:99265451	ENSG00000187758.8	ADH1A	chr4	99265451	1	4.59907e-05	up
NC_000005.10:66665097	ENSG00000069020.19	MAST4	chr5	66665097	1	4.59991e-05	up
NC_000004.12:4344468	ENSG00000168824.15	NSG1	chr4	4344468	1	4.60521e-05	enh
NC_000001.11:153104283	ENSG00000203785.9	SPRR2E	chr1	153104283	1	4.60522e-05	up
NC_000012.12:30876858	ENSG00000110900.16	TSPAN11	chr12	30876858	1	4.60931e-05	up
NC_000001.11:68120098	ENSG00000162595.8	DIRAS3	chr1	68120098	1	4.61059e-05	dn
NC_000006.12:169570823	ENSG00000285733.1	ENSG00000285733	chr6	169570823	1	4.62982e-05	dn
NC_000018.10:14542867	ENSG00000183206.18	POTEC	chr18	14542867	1	4.63338e-05	dn
NC_000002.12:17847736	ENSG00000170745.12	KCNS3	chr2	17847736	1	4.63362e-05	body
NC_000002.12:1084586	ENSG00000172554.12	SNTG2	chr2	1084586	1	4.66302e-05	up
NC_000002.12:104401243	ENSG00000198914.5	POU3F3	chr2	104401243	1	4.68732e-05	dn
NC_000010.11:80443286	ENSG00000108219.17	TSPAN14	chr10	80443286	1	4.71277e-05	enh
NC_000001.11:731068	ENSG00000284662.2	OR4F16	chr1	731068	1	4.71653e-05	dn
NC_000004.12:72101348	ENSG00000056291.19	NPFFR2	chr4	72101348	1	4.72178e-05	body
NC_000006.12:169564007	ENSG00000285733.1	ENSG00000285733	chr6	169564007	1	4.72878e-05	dn
NC_000006.12:3917079	ENSG00000145945.7	FAM50B	chr6	3917079	1	4.73074e-05	dn
NC_000005.10:841409	ENSG00000188818.13	ZDHHC11	chr5	841409	3	4.73767e-05	body,dn,up
NC_000001.11:221349647	ENSG00000143507.18	DUSP10	chr1	221349647	1	4.74062e-05	up
NC_000020.11:31069263	ENSG00000215547.1	DEFB115	chr20	31069263	1	4.74194e-05	up
NC_000002.12:238098651	ENSG00000144488.15	ESPNL	chr2	238098651	1	4.74776e-05	body
NC_000011.10:74930240	ENSG00000166435.17	XRRA1	chr11	74930240	2	4.74829e-05	body,dn
NC_000017.11:21431518	ENSG00000184185.10	KCNJ12	chr17	21431518	1	4.75507e-05	up
NC_000011.10:36048366	ENSG00000179241.13	LDLRAD3	chr11	36048366	1	4.76433e-05	body
NC_000020.11:61224954	ENSG00000179242.16	CDH4	chr20	61224954	1	4.76701e-05	up
NC_000010.11:98264025	ENSG00000138131.4	LOXL4	chr10	98264025	2	4.76709e-05	body,up
NC_000004.12:2321250	ENSG00000123933.17	MXD4	chr4	2321250	1	4.77338e-05	enh
NC_000006.12:169573635	ENSG00000285733.1	ENSG00000285733	chr6	169573635	1	4.7788e-05	dn
NC_000006.12:159299013	ENSG00000164694.17	FNDC1	chr6	159299013	1	4.79365e-05	body
NC_000015.10:51574690	ENSG00000104093.14	DMXL2	chr15	51574690	2	4.79693e-05	body,up
NC_000020.11:30599148	ENSG00000215547.1	DEFB115	chr20	30599148	1	4.79812e-05	up
NC_000011.10:32309683	ENSG00000184937.16	WT1	chr11	32309683	1	4.80252e-05	up
NC_000004.12:190120996	ENSG00000260596.5	DUX4	chr4	190120996	1	4.80271e-05	up
NC_000003.12:98149027	ENSG00000236032.3	OR5H14	chr3	98149027	1	4.81309e-05	dn
NC_000006.12:169575461	ENSG00000285733.1	ENSG00000285733	chr6	169575461	1	4.81568e-05	dn
NC_000006.12:108532167	ENSG00000118689.15	FOXO3	chr6	108532167	1	4.82744e-05	up
NC_000014.9:95939053	ENSG00000250366.4	TUNAR	chr14	95939053	1	4.82865e-05	dn
NC_000002.12:102732560	ENSG00000135953.11	MFSD9	chr2	102732560	1	4.83604e-05	up
NC_000001.11:115326782	ENSG00000134259.6	NGF	chr1	115326782	1	4.83869e-05	up
NC_000001.11:200874737	ENSG00000170128.5	GPR25	chr1	200874737	1	4.84043e-05	up
NC_000017.11:57062399	ENSG00000121057.13	AKAP1	chr17	57062399	1	4.8672e-05	up
NC_000010.11:126055414	ENSG00000203780.12	FANK1	chr10	126055414	1	4.87772e-05	dn
NC_000003.12:4097287	ENSG00000170364.13	SETMAR	chr3	4097287	1	4.87937e-05	up
