gene	class	priority	epifactors_function	modification	target	complex_name	source	match_rule
SUV39H1	histone_write	6	Histone modification write, Histone modification write	Histone methylation, Histone phosphorylation	histone	eNoSc	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SUV39H2	histone_write	6	Histone modification write	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SUV420H1	histone_write	6	Histone modification write	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SUV420H2	histone_write	6	Histone modification write	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TADA2B	histone_write	6	Histone modification write cofactor	Histone acetylation	histone	TFTC-HAT	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TADA3	histone_write	6	Histone modification write cofactor	Histone acetylation	histone	PCAF, TFTC-HAT, ATAC, STAGA	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF1	histone_write	6	Histone modification write	Histone acetylation	histone	CHD8, MLL2/3, MLL4/WBP7	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF5	histone_write	6	Histone modification write cofactor	Histone acetylation	histone	TFTC-HAT	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF5L	histone_write	6	Histone modification write cofactor	Histone acetylation	histone	PCAF, TFTC-HAT, STAGA	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF7	histone_write	6	Histone modification write cofactor, Histone modification write cofactor	Histone methylation, Histone acetylation	histone	CHD8, MLL2/3, MLL4/WBP7	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TEX10	histone_write	6	Histone modification write cofactor, Histone modification write cofactor	Histone methylation, Histone acetylation	histone	CHD8, MLL2/3, MLL4/WBP7	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TLK1	histone_write	6	Histone modification write	Histone phosphorylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TLK2	histone_write	6	Histone modification write	Histone phosphorylation	chromatin	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TP53	histone_write	6	Histone modification write cofactor, TF	Histone acetylation, TF activator, TF repressor	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRIM16	histone_write	6	Histone modification write	Histone acetylation	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRRAP	histone_write	6	Histone modification write cofactor	Histone acetylation	histone	SWR, PCAF, TFTC-HAT, NuA4, SAGA, NuA4-related complex, STAGA	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TSSK6	histone_write	6	Histone modification write	Histone phosphorylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TTK	histone_write	6	Histone modification write cofactor	Histone phosphorylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2A	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2B	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2D1	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2D3	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2E1	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2H	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2N	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBE2T	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBN1	histone_write	6	Histone modification write cofactor	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UBR2	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UHRF1	histone_write	6	Histone modification read, Histone modification write cofactor	Histone ubiquitination	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
USP22	histone_write	6	Histone modification write cofactor	Histone ubiquitination	histone	SAGA	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
USP3	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
USP36	histone_write	6	Histone modification write cofactor	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
VPS72	histone_write	6	Histone modification write cofactor	Histone acetylation	chromatin	NuA4, NuA4-related complex	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
VRK1	histone_write	6	Histone modification write	Histone phosphorylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WAC	histone_write	6	Histone modification write cofactor	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WDR77	histone_write	6	Histone modification write	Histone methylation	histone	methylosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WDR82	histone_write	6	Histone modification write cofactor	Histone methylation	histone	COMPASS	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WHSC1	histone_write	6	Histone modification write	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WSB2	histone_write	6	Histone modification write	Histone ubiquitination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
YEATS4	histone_write	6	Histone modification write cofactor	Histone acetylation	histone	NuA4, NuA4-related complex, SRCAP	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ACTR8	histone_read	7	Histone modification read	#	histone	Ino80	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
AIRE	histone_read	7	Histone modification read, TF	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ANKRD32	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ASXL2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ATAD2B	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BAZ2B	histone_read	7	Histone modification read	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD1	histone_read	7	Histone modification read	#	histone	MOZ/MORF	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD4	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD7	histone_read	7	Histone modification read	#	histone	SWI/SNF BRM-BRG1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD8	histone_read	7	Histone modification read	#	histone	SWR, NuA4, NuA4-related complex	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRD9	histone_read	7	Histone modification read	#	histone	SWI/SNF BRM-BRG1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRDT	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRPF1	histone_read	7	Histone modification read	#	histone	MOZ/MORF	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRWD1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
BRWD3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
C17ORF49	histone_read	7	Histone modification read	#	histone	CHD8, MLL2/3, MLL4/WBP7	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX2	histone_read	7	Histone modification read	#	histone	PRC1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX3	histone_read	7	Histone modification read	#	histone	RING2-L3MBTL2, L3MBTL1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX4	histone_read	7	Histone modification read	#	histone	PRC1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX5	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX6	histone_read	7	Histone modification read	#	histone	PRC1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX7	histone_read	7	Histone modification read	#	histone	PRC1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBX8	histone_read	7	Histone modification read	#	histone	PRC1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CCDC101	histone_read	7	Histone modification read	#	histone	ATAC	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CDYL2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CECR2	histone_read	7	Histone modification read	#	histone	CERF, CERF	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CIR1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CRB2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DNAJC2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DNMT3L	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DPPA3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
GATAD1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
GATAD2A	histone_read	7	Histone modification read	#	histone	NuRD	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
GATAD2B	histone_read	7	Histone modification read	#	histone	NuRD	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
GLYR1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HDGFL2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HINFP	histone_read	7	Histone modification read, TF	TF activator, TF repressor	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HIRA	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HIRIP3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ING1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ING2	histone_read	7	Histone modification read	#	histone	mSin3A-like complex	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ING4	histone_read	7	Histone modification read	#	histone	HBO1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ING5	histone_read	7	Histone modification read	#	histone	HBO1, MOZ/MORF	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
L3MBTL1	histone_read	7	Histone modification read	#	histone	L3MBTL1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
L3MBTL2	histone_read	7	Histone modification read	#	histone	RING2-L3MBTL2	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
L3MBTL3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
L3MBTL4	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MDC1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MORF4L1	histone_read	7	Histone modification read	#	histone	NuA4	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MPHOSPH8	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MSH6	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MSL3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MUM1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PBRM1	histone_read	7	Histone modification read	#	histone	PBAF, SWI/SNF BRM-BRG1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PDP1	histone_read	7	Histone modification read	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PHF13	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PHF14	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PHF20L1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PHIP	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
POGZ	histone_read	7	Histone modification read	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RAG2	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RSF1	histone_read	7	Histone modification read	#	histone	RSF	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SMARCA2	histone_read	7	Histone modification read, TF	TF activator	histone, DNA	BAF, nBAF, npBAF, WINAC, bBAF, SWI/SNF BRM-BRG1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SMARCA4	histone_read	7	Histone modification read, TF	TF activator	histone	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1, CREST-BRG1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SMARCB1	histone_read	7	Histone modification read	#	histone	BAF, nBAF, npBAF, PBAF, SWI/SNF_Brg1(I), SWI/SNF_Brg1(II), SWI/SNF_Brm, SWI/SNF-like_EPAFa, WINAC, SWI/SNF-like EPAFB, bBAF, SWI/SNF BRM-BRG1	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SP140	histone_read	7	Histone modification read, TF	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SUPT16H	histone_read	7	Histone modification read	#	histone	WINAC, FACT	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TADA2A	histone_read	7	Histone modification read, TF	TF activator	histone	PCAF, ATAC	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF1L	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TAF3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TDRD3	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TDRD7	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TP53BP1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRIM24	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRIM28	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TRIM33	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UHRF2	histone_read	7	Histone modification read	#	histone, DNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
UIMC1	histone_read	7	Histone modification read	#	histone	BRCA1-A	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
WDR5	histone_read	7	Histone modification read	#	histone	ATAC, NSL, RING2-L3MBTL2, COMPASS, Menin-associated_HMT, MLL-HCF, CHD8, MLL2/3, COMPASS-like MLL1,2, MLL4/WBP7, COMPASS-like MLL3,4	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
YWHAZ	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZCWPW1	histone_read	7	Histone modification read	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZMYND11	histone_read	7	Histone modification read	Histone methylation	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZZZ3	histone_read	7	Histone modification read	#	histone	ATAC	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
APBB1	histone_other	8	Histone modification	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ARRB1	histone_other	8	Histone modification	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CDK9	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CSNK2A1	histone_other	8	Histone modification	#	histone	RING2-FBRS	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CTR9	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ERBB4	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FBRS	histone_other	8	Histone modification	#	histone	RING2-FBRS	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FBRSL1	histone_other	8	Histone modification	#	histone	RING2-FBRS	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
GFI1B	histone_other	8	Histone modification cofactor	#	#	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MST1	histone_other	8	Histone modification	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NAP1L2	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NAP1L4	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NFYC	histone_other	8	Histone modification	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PADI1	histone_other	8	Histone modification	Histone citrullination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PADI2	histone_other	8	Histone modification	Histone citrullination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PADI3	histone_other	8	Histone modification	Histone citrullination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PADI4	histone_other	8	Histone modification	Histone citrullination	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PPARGC1A	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PPP4R2	histone_other	8	Histone modification cofactor	#	histone	PPP4C-PPP4R2-PPP4R3A	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PRKCD	histone_other	8	Histone modification	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RRP8	histone_other	8	Histone modification cofactor	#	histone	eNoSc	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
SET	histone_other	8	Histone modification	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TFDP1	histone_other	8	Histone modification	#	histone	RING2-L3MBTL2	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
TLE2	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ZBTB7C	histone_other	8	Histone modification cofactor	#	histone	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
A1CF	rna_modification	9	RNA modification	RNA deamination	RNA	APOB_mRNA_editosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ACINU	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
ALKBH5	rna_modification	9	RNA modification	RNA demethylation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CBLL1	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CELF1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CELF2	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CELF3	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CELF4	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CELF5	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
CELF6	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DDX17	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DDX21	rna_modification	9	RNA modification	#	RNA	B-WICH	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DDX5	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DDX50	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DHX9	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
DND1	rna_modification	9	RNA modification	#	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EIF4A3	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC1	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC2	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC3	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC4	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC5	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC6	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC7	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC8	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
EXOSC9	rna_modification	9	Scaffold protein, RNA modification	RNA degradation	RNA	RNA exosome	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
FTO	rna_modification	9	RNA modification	RNA demethylation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HNRNPU	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HNRPL	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
HNRPM	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
KHDRBS1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MAGOH	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MBNL1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
MBNL3	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
METTL14	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
METTL16	rna_modification	9	RNA modification	RNA methylation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
METTL3	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NSRP1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NSUN2	rna_modification	9	RNA modification	RNA methylation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NSUN6	rna_modification	9	RNA modification	RNA methylation	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
NUP98	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PQBP1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PTBP1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
PUF60	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBFOX1	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM11	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM15	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM15B	rna_modification	9	RNA modification	RNA methylation	RNA	WMM	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM17	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM24	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
RBM25	rna_modification	9	RNA modification	Alternative splicing	RNA	#	EpiGenes_main.xlsx	full EpiFactors library (all HGNC symbols)
